sign_id,name
HTTP:STC:ADOBE:CVE-2017-3079-CE,HTTP: Adobe Flash CVE-2017-3079 Remote Code Execution
HTTP:STC:ADOBE:CVE-2017-3083-CE,HTTP: Adobe Flash CVE-2017-3083 Remote Code Execution
