sign_id,name
7981,Adobe Flash Player Camera Use After Free
7982,Adobe Flash Player Memory Corruption
7979,Adobe Flash Player Memory Corruption
7978,Microsoft Windows Empty RDP Cookie Negotiation
7984,Xtrat Trojan Outbound Connection Detected
7977,Microsoft Internet Explorer Memory Corruption
7985,Xtrat Trojan Outbound Connection Detected
