sign_id,name
44105,Nuxeo.Platform.CMS.Directory.JSP.File.Upload
44094,DK.Simple.PHP.Web.Shell
44130,FG-VD-17-109_Joomla!.0day
44129,FG-VD-17-108_Joomla!.0day
